檢核,說明,林管處,工作站,"樣區
編號","樣點
代號","樣區
名稱","樣區樣點
編號","TWD97_X
","TWD97_Y
",經度,緯度,,
檢核ok,,嘉義,觸口,觸口3,4,隙頂國小草山分校,觸口3-04,213131,2584979,120.6394,23.3671,,2131312584979
檢核ok,,嘉義,觸口,觸口3,5,隙頂國小草山分校,觸口3-05,213199,2584752,120.6400,23.3650,,2131992584752
檢核ok,,嘉義,觸口,觸口3,6,隙頂國小草山分校,觸口3-06,213229,2584509,120.6403,23.3628,,2132292584509
檢核ok,,嘉義,觸口,觸口4,1,山麻湖公車站,觸口4-01,210662,2584198,120.6152,23.3600,,2106622584198
檢核ok,,嘉義,觸口,觸口4,2,山麻湖公車站,觸口4-02,210706,2583965,120.6157,23.3579,,2107062583965
檢核ok,,嘉義,觸口,觸口4,3,山麻湖公車站,觸口4-03,210607,2583754,120.6147,23.3560,,2106072583754
檢核ok,,嘉義,觸口,觸口4,4,山麻湖公車站,觸口4-04,210645,2583519,120.6151,23.3538,,2106452583519
檢核ok,,嘉義,觸口,觸口4,5,山麻湖公車站,觸口4-05,210854,2583357,120.6171,23.3524,,2108542583357
檢核ok,,嘉義,觸口,觸口4,6,山麻湖公車站,觸口4-06,210646,2583194,120.6151,23.3509,,2106462583194
檢核ok,,嘉義,觸口,觸口5,1,蘆籐坪,觸口5-01,212924,2582729,120.6374,23.3468,,2129242582729
檢核ok,,嘉義,觸口,觸口5,2,蘆籐坪,觸口5-02,212674,2582757,120.6349,23.3470,,2126742582757
檢核ok,,嘉義,觸口,觸口5,3,蘆籐坪,觸口5-03,212546,2582561,120.6337,23.3452,,2125462582561
檢核ok,,嘉義,觸口,觸口5,4,蘆籐坪,觸口5-04,212453,2582326,120.6328,23.3431,,2124532582326
檢核ok,,嘉義,觸口,觸口5,5,蘆籐坪,觸口5-05,212223,2582311,120.6306,23.3430,,2122232582311
檢核ok,,嘉義,觸口,觸口5,6,蘆籐坪,觸口5-06,212005,2582422,120.6284,23.3440,,2120052582422
檢核ok,,嘉義,觸口,觸口6,1,大埔事業區39林班,觸口6-01,204912,2581826,120.5591,23.3384,,2049122581826
檢核ok,,嘉義,觸口,觸口6,2,大埔事業區39林班,觸口6-02,204736,2581604,120.5574,23.33640,,2047362581604
檢核ok,,嘉義,觸口,觸口6,3,大埔事業區39林班,觸口6-03,205195,2581540,120.5618,23.33584,,2051952581540
檢核ok,,嘉義,觸口,觸口6,4,大埔事業區39林班,觸口6-04,205373,2581469,120.5636,23.33520,,2053732581469
檢核ok,,嘉義,觸口,觸口6,5,大埔事業區39林班,觸口6-05,205007,2581636,120.5600,23.33670,,2050072581636
檢核ok,,嘉義,觸口,觸口6,6,大埔事業區39林班,觸口6-06,205492,2581238,120.5648,23.33312,,2054922581238
檢核ok,,嘉義,觸口,觸口7,1,馬頭山路口公車站,觸口7-01,210235,2580735,120.6111,23.3287,,2102352580735
檢核ok,,嘉義,觸口,觸口7,2,馬頭山路口公車站,觸口7-02,210050,2580553,120.6093,23.32705,,2100502580553
檢核ok,,嘉義,觸口,觸口7,3,馬頭山路口公車站,觸口7-03,209959,2580337,120.6085,23.32510,,2099592580337
檢核ok,,嘉義,觸口,觸口7,4,馬頭山路口公車站,觸口7-04,209824,2580097,120.6071,23.32293,,2098242580097
檢核ok,,嘉義,觸口,觸口7,5,馬頭山路口公車站,觸口7-05,209794,2579858,120.60686,23.32077,,2097942579858
檢核ok,,嘉義,觸口,觸口7,6,馬頭山路口公車站,觸口7-06,209847,2579627,120.607385,23.31868,,2098472579627
檢核ok,,嘉義,觸口,觸口8,1,九恭崎腳,觸口8-01,212469,2577494,120.6331,23.2995,,2124692577494
檢核ok,,嘉義,觸口,觸口8,2,九恭崎腳,觸口8-02,212638,2577334,120.6347,23.2980,,2126382577334
檢核ok,,嘉義,觸口,觸口8,3,九恭崎腳,觸口8-03,212847,2577225,120.6368,23.2971,,2128472577225
檢核ok,,嘉義,觸口,觸口8,4,九恭崎腳,觸口8-04,213075,2577138,120.6390,23.2963,,2130752577138
檢核ok,,嘉義,觸口,觸口8,5,九恭崎腳,觸口8-05,213293,2577052,120.6411,23.2955,,2132932577052
檢核ok,,嘉義,觸口,觸口8,6,九恭崎腳,觸口8-06,213312,2576795,120.6413,23.2932,,2133122576795
檢核ok,,嘉義,觸口,觸口9,1,長枝坑溪,觸口9-01,208779,2573891,120.5971,23.2669,,2087792573891
檢核ok,,嘉義,觸口,觸口9,2,長枝坑溪,觸口9-02,209012,2573845,120.5994,23.2665,,2090122573845
檢核ok,,嘉義,觸口,觸口9,3,長枝坑溪,觸口9-03,209186,2573693,120.6011,23.2651,,2091862573693
檢核ok,,嘉義,觸口,觸口9,4,長枝坑溪,觸口9-04,209410,2573629,120.6033,23.2645,,2094102573629
檢核ok,,嘉義,觸口,觸口9,5,長枝坑溪,觸口9-05,209558,2573452,120.6047,23.2629,,2095582573452
檢核ok,,嘉義,觸口,觸口9,6,長枝坑溪,觸口9-06,209636,2573158,120.6055,23.2603,,2096362573158
檢核ok,,嘉義,觸口,觸口10,1,第三莊公車站,觸口10-01,205603,2570405,120.5662,23.2353,,2056032570405
檢核ok,,嘉義,觸口,觸口10,2,第三莊公車站,觸口10-02,205442,2570170,120.5646,23.2332,,2054422570170
檢核ok,,嘉義,觸口,觸口10,3,第三莊公車站,觸口10-03,205591,2570025,120.5661,23.2319,,2055912570025
檢核ok,,嘉義,觸口,觸口10,4,第三莊公車站,觸口10-04,205591,2569747,120.5661,23.2294,,2055912569747
檢核ok,,嘉義,觸口,觸口10,5,第三莊公車站,觸口10-05,205856,2569633,120.5687,23.2283,,2058562569633
檢核ok,,嘉義,觸口,觸口10,6,第三莊公車站,觸口10-06,206008,2569442,120.5701,23.2266,,2060082569442
檢核ok,,嘉義,玉井,B38-03,1,高雄縣南橫，天池※,B38-09-01,241359,2574477,120.9155,23.2726,,2413592574477
檢核ok,,嘉義,玉井,B38-03,2,高雄縣南橫，天池※,B38-09-02,241384,2574707,120.9158,23.2747,,2413842574707
檢核ok,,嘉義,玉井,B38-03,3,高雄縣南橫，天池※,B38-09-03,241460,2574903,120.9165,23.2765,,2414602574903
檢核ok,,嘉義,玉井,B38-03,5,高雄縣南橫，天池※,B38-09-05,241541,2575095,120.9173,23.2782,,2415412575095
檢核ok,,嘉義,玉井,B38-03,6,高雄縣南橫，天池※,B38-09-06,241537,2575301,120.9173,23.2801,,2415372575301
檢核ok,,嘉義,玉井,B38-03,7,高雄縣南橫，天池※,B38-09-07,241647,2575480,120.9183,23.2817,,2416472575480
檢核ok,,嘉義,玉井,B38-04,1,高雄縣南橫，檜谷※,B38-04-01,241771,2573044,120.9196,23.2597,,2417712573044
檢核ok,,嘉義,玉井,B38-04,2,高雄縣南橫，檜谷※,B38-04-02,241803,2572812,120.9199,23.2576,,2418032572812
檢核ok,,嘉義,玉井,B38-04,3,高雄縣南橫，檜谷※,B38-04-03,241952,2572940,120.9213,23.2588,,2419522572940
檢核ok,,嘉義,玉井,B38-04,5,高雄縣南橫，檜谷※,B38-04-05,241910,2573334,120.9209,23.2623,,2419102573334
檢核ok,,嘉義,玉井,B38-04,6,高雄縣南橫，檜谷※,B38-04-06,242088,2573430,120.9227,23.2632,,2420882573430
檢核ok,,嘉義,玉井,B38-04,7,高雄縣南橫，檜谷※,B38-04-07,241585,2573181,120.9178,23.2609,,2415852573181
檢核ok,,嘉義,玉井,玉井1,1,石屋,玉井1-01,200663,2551468,120.5185,23.0642,,2006632551468
檢核ok,,嘉義,玉井,玉井1,2,石屋,玉井1-02,200886,2551429,120.5207,23.0638,,2008862551429
檢核ok,,嘉義,玉井,玉井1,3,石屋,玉井1-03,201075,2551398,120.5225,23.0635,,2010752551398
檢核ok,,嘉義,玉井,玉井1,4,石屋,玉井1-04,201286,2551419,120.5246,23.0637,,2012862551419
檢核ok,,嘉義,玉井,玉井1,5,石屋,玉井1-05,201318,2551218,120.5249,23.0619,,2013182551218
檢核ok,,嘉義,玉井,玉井1,6,石屋,玉井1-06,201521,2551266,120.5269,23.0624,,2015212551266
檢核ok,,嘉義,玉井,玉井2,1,平坑,玉井2-01,211306,2565566,120.6220,23.1917,,2113062565566
檢核ok,,嘉義,玉井,玉井2,2,平坑,玉井2-02,211475,2565628,120.6237,23.1923,,2114752565628
檢核ok,,嘉義,玉井,玉井2,3,平坑,玉井2-03,211669,2565613,120.6256,23.1922,,2116692565613
檢核ok,,嘉義,玉井,玉井2,4,平坑,玉井2-04,211862,2565705,120.6274,23.1930,,2118622565705
檢核ok,,嘉義,玉井,玉井2,5,平坑,玉井2-05,211914,2565878,120.6279,23.1946,,2119142565878
檢核ok,,嘉義,玉井,玉井2,6,平坑,玉井2-06,211056,2565978,120.6196,23.1955,,2110562565978
檢核ok,,嘉義,玉井,玉井3,1,鎮南宮,玉井3-01,185129,2568983,120.3662,23.2218,,1851292568983
檢核ok,,嘉義,玉井,玉井3,2,鎮南宮,玉井3-02,185335,2568994,120.3682,23.2219,,1853352568994
檢核ok,,嘉義,玉井,玉井3,3,鎮南宮,玉井3-03,185519,2569079,120.3700,23.2227,,1855192569079
檢核ok,,嘉義,玉井,玉井3,4,鎮南宮,玉井3-04,185700,2569175,120.3717,23.2235,,1857002569175
檢核ok,,嘉義,玉井,玉井3,5,鎮南宮,玉井3-05,185732,2569379,120.3720,23.2254,,1857322569379
檢核ok,,嘉義,玉井,玉井3,6,鎮南宮,玉井3-06,185800,2569576,120.3727,23.2272,,1858002569576
檢核ok,,嘉義,玉井,玉井4,1,觀日亭,玉井4-01,189628,2544155,120.4111,22.9977,,1896282544155
檢核ok,,嘉義,玉井,玉井4,2,觀日亭,玉井4-02,189535,2543971,120.4102,22.9961,,1895352543971
檢核ok,,嘉義,玉井,玉井4,3,觀日亭,玉井4-03,189474,2543769,120.4096,22.9943,,1894742543769
檢核ok,,嘉義,玉井,玉井4,4,觀日亭,玉井4-04,189480,2543566,120.4097,22.9924,,1894802543566
檢核ok,,嘉義,玉井,玉井4,5,觀日亭,玉井4-05,189465,2543359,120.4095,22.9906,,1894652543359
檢核ok,,嘉義,玉井,玉井4,6,觀日亭,玉井4-06,189414,2543165,120.4090,22.9888,,1894142543165
檢核ok,,嘉義,玉井,玉井5,1,大峽谷,玉井5-01,192099,2542848,120.4352,22.9860,,1920992542848
檢核ok,,嘉義,玉井,玉井5,2,大峽谷,玉井5-02,192305,2542814,120.4373,22.9857,,1923052542814
檢核ok,,嘉義,玉井,玉井5,3,大峽谷,玉井5-03,192481,2542723,120.4390,22.9849,,1924812542723
檢核ok,,嘉義,玉井,玉井5,4,大峽谷,玉井5-04,192595,2542549,120.4401,22.9834,,1925952542549
檢核ok,,嘉義,玉井,玉井5,5,大峽谷,玉井5-05,192764,2542425,120.4417,22.9822,,1927642542425
檢核ok,,嘉義,玉井,玉井5,6,大峽谷,玉井5-06,192827,2542223,120.4424,22.9804,,1928272542223
檢核ok,,嘉義,玉井,玉井6,1,馬斗欄,玉井6-01,194786,2566724,120.4606,23.2017,,1947862566724
檢核ok,,嘉義,玉井,玉井6,2,馬斗欄,玉井6-02,194676,2566537,120.4595,23.2000,,1946762566537
檢核ok,,嘉義,玉井,玉井6,3,馬斗欄,玉井6-03,194520,2566409,120.4580,23.1989,,1945202566409
檢核ok,,嘉義,玉井,玉井6,4,馬斗欄,玉井6-04,194342,2566287,120.4563,23.1978,,1943422566287
檢核ok,,嘉義,玉井,玉井6,5,馬斗欄,玉井6-05,194318,2566492,120.4560,23.1996,,1943182566492
檢核ok,,嘉義,玉井,玉井6,6,馬斗欄,玉井6-06,194145,2566354,120.4543,23.1984,,1941452566354
檢核ok,,嘉義,玉井,玉井7,1,玉井85林班,玉井7-01,194847,2553240,120.4617,23.0800,,1948472553240
檢核ok,,嘉義,玉井,玉井7,2,玉井85林班,玉井7-02,194874,2553036,120.4619,23.0781,,1948742553036
檢核ok,,嘉義,玉井,玉井7,3,玉井85林班,玉井7-03,194888,2552828,120.4621,23.0763,,1948882552828
檢核ok,,嘉義,玉井,玉井7,4,玉井85林班,玉井7-04,195071,2552739,120.4639,23.0755,,1950712552739
檢核ok,,嘉義,玉井,玉井7,5,玉井85林班,玉井7-05,195218,2552594,120.4653,23.0741,,1952182552594
檢核ok,,嘉義,玉井,玉井7,6,玉井85林班,玉井7-06,195323,2552412,120.4664,23.0725,,1953232552412
檢核ok,,嘉義,玉井,玉井8,1,鈺鼎,玉井8-01,199733,2553567,120.5094,23.0831,,1997332553567
檢核ok,,嘉義,玉井,玉井8,2,鈺鼎,玉井8-02,199814,2553766,120.5101,23.0849,,1998142553766
檢核ok,,嘉義,玉井,玉井8,3,鈺鼎,玉井8-03,199864,2553961,120.5106,23.0866,,1998642553961
檢核ok,,嘉義,玉井,玉井8,4,鈺鼎,玉井8-04,199956,2554145,120.5115,23.0883,,1999562554145
檢核ok,,嘉義,玉井,玉井8,5,鈺鼎,玉井8-05,200014,2554340,120.5121,23.0901,,2000142554340
檢核ok,,嘉義,玉井,玉井8,6,鈺鼎,玉井8-06,200002,2554544,120.5119,23.0919,,2000022554544
檢核ok,,嘉義,玉井,玉井9,1,玉井53林班,玉井9-01,210885,2569541,120.6178,23.2276,,2108852569541
檢核ok,,嘉義,玉井,玉井9,2,玉井53林班,玉井9-02,210912,2569746,120.6181,23.2295,,2109122569746
檢核ok,,嘉義,玉井,玉井9,3,玉井53林班,玉井9-03,210870,2569951,120.6176,23.2313,,2108702569951
檢核ok,,嘉義,玉井,玉井9,4,玉井53林班,玉井9-04,210688,2570071,120.6159,23.2324,,2106882570071
檢核ok,,嘉義,玉井,玉井9,5,玉井53林班,玉井9-05,210641,2570273,120.6154,23.2342,,2106412570273
檢核ok,,嘉義,玉井,玉井9,6,玉井53林班,玉井9-06,210847,2570261,120.6174,23.2341,,2108472570261
檢核ok,,嘉義,玉井,玉井10,1,楠西,玉井10-01,201517,2566112,120.5264,23.1964,,2015172566112
檢核ok,,嘉義,玉井,玉井10,2,楠西,玉井10-02,201717,2566040,120.5283,23.1958,,2017172566040
檢核ok,,嘉義,玉井,玉井10,3,楠西,玉井10-03,201914,2566094,120.5302,23.1963,,2019142566094
檢核ok,,嘉義,玉井,玉井10,4,楠西,玉井10-04,202132,2566128,120.5324,23.1966,,2021322566128
檢核ok,,嘉義,玉井,玉井10,5,楠西,玉井10-05,202333,2566063,120.5343,23.1960,,2023332566063
檢核ok,,嘉義,玉井,玉井10,6,楠西,玉井10-06,202507,2565936,120.5360,23.1949,,2025072565936
檢核ok,,嘉義,玉井,玉井11,1,玉山里,玉井11-01,200809,2552287,120.5199,23.0716,,2008092552287
檢核ok,,嘉義,玉井,玉井11,2,玉山里,玉井11-02,200986,2552190,120.5216,23.0707,,2009862552190
檢核ok,,嘉義,玉井,玉井11,3,玉山里,玉井11-03,201149,2552314,120.5232,23.0718,,2011492552314
檢核ok,,嘉義,玉井,玉井11,4,玉山里,玉井11-04,201333,2552395,120.5250,23.0725,,2013332552395
檢核ok,,嘉義,玉井,玉井11,5,玉山里,玉井11-05,201536,2552402,120.5270,23.0726,,2015362552402
檢核ok,,嘉義,玉井,玉井11,6,玉山里,玉井11-06,201747,2552375,120.5290,23.0724,,2017472552375
檢核ok,,新竹,烏來,A05-02,1,福巴越嶺古道(檜山)※,A05-02-01,301240,2740571,121.506691,24.771565,,3012402740571
檢核ok,,新竹,烏來,A05-02,2,福巴越嶺古道(檜山)※,A05-02-02,301214,2740362,121.506426,24.769679,,3012142740362
檢核ok,,新竹,烏來,A05-02,3,福巴越嶺古道(檜山)※,A05-02-03,301178,2740120,121.506062,24.767495,,3011782740120
檢核ok,,新竹,烏來,A05-02,4,福巴越嶺古道(檜山)※,A05-02-04,301227,2739900,121.506538,24.765507,,3012272739900
檢核ok,,新竹,烏來,A05-02,5,福巴越嶺古道(檜山)※,A05-02-05,301269,2739692,121.506946,24.763628,,3012692739692
檢核ok,,新竹,烏來,A05-02,6,福巴越嶺古道(檜山)※,A05-02-06,301063,2739620,121.504906,24.762985,,3010632739620
檢核ok,,新竹,烏來,A05-05,1,桶后造林中心（桶后吊橋）※,A05-05-01,315576,2747844,121.648789,24.836679,,3155762747844
檢核ok,,新竹,烏來,A05-05,2,桶后造林中心（桶后吊橋）※,A05-05-02,315339,2747727,121.646439,24.835633,,3153392747727
檢核ok,,新竹,烏來,A05-05,3,桶后造林中心（桶后吊橋）※,A05-05-03,315116,2747708,121.644232,24.835471,,3151162747708
檢核ok,,新竹,烏來,A05-05,4,桶后造林中心（桶后吊橋）※,A05-05-04,315075,2747938,121.643837,24.837549,,3150752747938
檢核ok,,新竹,烏來,A05-05,5,桶后造林中心（桶后吊橋）※,A05-05-05,314842,2747982,121.641534,24.837956,,3148422747982
檢核ok,,新竹,烏來,A05-05,6,桶后造林中心（桶后吊橋）※,A05-05-06,314693,2748217,121.640071,24.840084,,3146932748217
檢核ok,,新竹,烏來,A05-05,7,桶后造林中心（桶后吊橋）※,A05-05-07,314472,2748197,121.637883,24.839913,,3144722748197
檢核ok,,新竹,烏來,A05-05,8,桶后造林中心（桶后吊橋）※,A05-05-08,314415,2748394,121.637329,24.841694,,3144152748394
檢核ok,,新竹,烏來,A05-10,1,西坑※,A05-10-01,311529,2749018,121.608803,24.847447,,3115292749018
檢核ok,,新竹,烏來,A05-10,2,西坑※,A05-10-02,311221,2748907,121.605751,24.846457,,3112212748907
檢核ok,,新竹,烏來,A05-10,3,西坑※,A05-10-03,310928,2749028,121.602857,24.847561,,3109282749028
檢核ok,,新竹,烏來,A05-10,4,西坑※,A05-10-04,310760,2748803,121.601185,24.845536,,3107602748803
檢核ok,,新竹,烏來,A05-10,5,西坑※,A05-10-05,310434,2749121,121.597974,24.84842,,3104342749121
檢核ok,,新竹,烏來,A05-10,6,西坑※,A05-10-06,310247,2748885,121.596113,24.846297,,3102472748885
檢核ok,,新竹,烏來,A05-10,7,西坑※,A05-10-07,309928,2748853,121.592956,24.846021,,3099282748853
檢核ok,,新竹,烏來,烏來2,1,信賢,烏來2-01,303595,2748094,121.530267,24.839404,,3035952748094
檢核ok,,新竹,烏來,烏來2,2,信賢,烏來2-02,303359,2747845,121.527922,24.837164,,3033592747845
檢核ok,,新竹,烏來,烏來2,3,信賢,烏來2-03,303201,2747611,121.52635,24.835057,,3032012747611
檢核ok,,新竹,烏來,烏來2,4,信賢,烏來2-04,303170,2747321,121.526033,24.83244,,3031702747321
檢核ok,,新竹,烏來,烏來2,5,信賢,烏來2-05,303313,2747071,121.527438,24.830178,,3033132747071
檢核ok,,新竹,烏來,烏來2,6,信賢,烏來2-06,303172,2746743,121.52603,24.827221,,3031722746743
檢核ok,,新竹,烏來,烏來3,1,哈盆越嶺古道,烏來3-01,301960,2741069,121.513829,24.776037,,3019602741069
檢核ok,,新竹,烏來,烏來3,2,哈盆越嶺古道,烏來3-02,302107,2740975,121.515279,24.775183,,3021072740975
檢核ok,,新竹,烏來,烏來3,3,哈盆越嶺古道,烏來3-03,302256,2740863,121.516749,24.774167,,3022562740863
檢核ok,,新竹,烏來,烏來3,4,哈盆越嶺古道,烏來3-04,302413,2740741,121.518297,24.77306,,3024132740741
檢核ok,,新竹,烏來,烏來3,5,哈盆越嶺古道,烏來3-05,302578,2740628,121.519924,24.772034,,3025782740628
檢核ok,,新竹,烏來,烏來3,6,哈盆越嶺古道,烏來3-06,302786,2740658,121.521982,24.772298,,3027862740658
檢核ok,,新竹,烏來,烏來3,7,哈盆越嶺古道,烏來3-07,303011,2740695,121.524208,24.772624,,3030112740695
檢核ok,,新竹,烏來,烏來4,1,1065區外保安林,烏來4-01,302073,2753042,121.515394,24.884128,,3020732753042
檢核ok,,新竹,烏來,烏來4,2,1065區外保安林,烏來4-02,301943,2752890,121.514102,24.88276,,3019432752890
檢核ok,,新竹,烏來,烏來4,3,1065區外保安林,烏來4-03,301759,2752975,121.512284,24.883534,,3017592752975
檢核ok,,新竹,烏來,烏來4,4,1065區外保安林,烏來4-04,301625,2753126,121.510963,24.884901,,3016252753126
檢核ok,,新竹,烏來,烏來4,5,1065區外保安林,烏來4-05,301477,2752987,121.509493,24.883651,,3014772752987
檢核ok,,新竹,烏來,烏來4,6,1065區外保安林,烏來4-06,301518,2752786,121.509891,24.881835,,3015182752786
檢核ok,,新竹,烏來,烏來5,1,22林班,烏來5-01,303609,2752042,121.530557,24.875046,,3036092752042
檢核ok,,新竹,烏來,烏來5,2,22林班,烏來5-02,303454,2752352,121.529035,24.877851,,3034542752352
檢核ok,,新竹,烏來,烏來5,3,22林班,烏來5-03,303789,2752119,121.532342,24.875735,,3037892752119
檢核ok,,新竹,烏來,烏來5,4,22林班,烏來5-04,303728,2752437,121.53175,24.878608,,3037282752437
檢核ok,,新竹,烏來,烏來5,5,22林班,烏來5-05,303658,2752841,121.531073,24.882258,,3036582752841
檢核ok,,新竹,烏來,烏來5,6,22林班,烏來5-06,303862,2752825,121.533092,24.882106,,3038622752825
檢核ok,,新竹,烏來,烏來6,1,24林班(平廣段12地號),烏來6-01,299788,2752724,121.492767,24.881333,,2997882752724
檢核ok,,新竹,烏來,烏來6,2,24林班(平廣段12地號),烏來6-02,299991,2752601,121.494772,24.880216,,2999912752601
檢核ok,,新竹,烏來,烏來6,3,24林班(平廣段12地號),烏來6-03,300435,2752766,121.499172,24.881691,,3004352752766
檢核ok,,新竹,烏來,烏來6,4,24林班(平廣段12地號),烏來6-04,300633,2752900,121.501137,24.882894,,3006332752900
檢核ok,,新竹,烏來,烏來6,5,24林班(平廣段12地號),烏來6-05,300820,2753045,121.502993,24.884197,,3008202753045
檢核ok,,新竹,烏來,烏來6,6,24林班(平廣段12地號),烏來6-06,300965,2753234,121.504435,24.885899,,3009652753234
檢核ok,,新竹,烏來,烏來8,1,大寮（26.27林班）,烏來8-01,298314,2755872,121.478289,24.909801,,2983142755872
檢核ok,,新竹,烏來,烏來8,2,大寮（26.27林班）,烏來8-02,298435,2756164,121.479497,24.912434,,2984352756164
檢核ok,,新竹,烏來,烏來8,3,大寮（26.27林班）,烏來8-03,298293,2756344,121.478097,24.914063,,2982932756344
檢核ok,,新竹,烏來,烏來8,4,大寮（26.27林班）,烏來8-04,298179,2756558,121.476976,24.915999,,2981792756558
檢核ok,,新竹,烏來,烏來8,5,大寮（26.27林班）,烏來8-05,296743,2756067,121.462743,24.911611,,2967432756067
檢核ok,,新竹,烏來,烏來8,6,大寮（26.27林班）,烏來8-06,296558,2756049,121.460911,24.911454,,2965582756049
檢核ok,,新竹,烏來,烏來9,1,竹崙（28-30林班）,烏來9-01,293691,2754927,121.432494,24.901409,,2936912754927
檢核ok,,新竹,烏來,烏來9,2,竹崙（28-30林班）,烏來9-02,293709,2755131,121.432679,24.903251,,2937092755131
檢核ok,,新竹,烏來,烏來9,3,竹崙（28-30林班）,烏來9-03,293818,2755318,121.433764,24.904936,,2938182755318
檢核ok,,新竹,烏來,烏來9,4,竹崙（28-30林班）,烏來9-04,294118,2755413,121.436736,24.905785,,2941182755413
檢核ok,,新竹,烏來,烏來9,5,竹崙（28-30林班）,烏來9-05,294262,2755263,121.438157,24.904426,,2942622755263
檢核ok,,新竹,烏來,烏來9,6,竹崙（28-30林班）,烏來9-06,294200,2755064,121.437537,24.902632,,2942002755064
檢核ok,,新竹,烏來,烏來10,1,插角（31林班）,烏來10-01,291388,2751548,121.410501,24.871949,,2913882751548
檢核ok,,新竹,烏來,烏來10,2,插角（31林班）,烏來10-02,291565,2751685,121.411353,24.872199,,2915652751685
檢核ok,,新竹,烏來,烏來10,3,插角（31林班）,烏來10-03,291751,2751746,121.413195,24.872745,,2917512751746
檢核ok,,新竹,烏來,烏來10,4,插角（31林班）,烏來10-04,291840,2751933,121.414081,24.874431,,2918402751933
檢核ok,,新竹,烏來,烏來10,5,插角（31林班）,烏來10-05,291952,2752168,121.415197,24.876549,,2919522752168
檢核ok,,新竹,烏來,烏來10,6,插角（31林班）,烏來10-06,292159,2752099,121.417244,24.875921,,2921592752099
檢核ok,,新竹,烏來,烏來11,1,有木（32林班）,烏來11-01,296984,2749622,121.464911,24.853417,,2969842749622
檢核ok,,新竹,烏來,烏來11,2,有木（32林班）,烏來11-02,296984,2750022,121.464925,24.857028,,2969842750022
檢核ok,,新竹,烏來,烏來11,3,有木（32林班）,烏來11-03,297184,2749622,121.46689,24.85341,,2971842749622
檢核ok,,新竹,烏來,烏來11,4,有木（32林班）,烏來11-04,297184,2749822,121.466897,24.855216,,2971842749822
檢核ok,,新竹,烏來,烏來11,5,有木（32林班）,烏來11-05,297184,2750022,121.466904,24.857022,,2971842750022
檢核ok,,新竹,烏來,烏來11,6,有木（32林班）,烏來11-06,296784,2749622,121.462932,24.853423,,2967842749622
檢核ok,,新竹,烏來,烏來12,1,東滿步道（36林班）,烏來12-01,295379,2745793,121.448905,24.818896,,2953792745793
檢核ok,,新竹,烏來,烏來12,2,東滿步道（36林班）,烏來12-02,295224,2745569,121.447365,24.816878,,2952242745569
檢核ok,,新竹,烏來,烏來12,3,東滿步道（36林班）,烏來12-03,295021,2745330,121.445349,24.814726,,2950212745330
檢核ok,,新竹,烏來,烏來12,4,東滿步道（36林班）,烏來12-04,295002,2745055,121.445152,24.812244,,2950022745055
檢核ok,,新竹,烏來,烏來12,5,東滿步道（36林班）,烏來12-05,294814,2744750,121.443283,24.809496,,2948142744750
檢核ok,,新竹,烏來,烏來12,6,東滿步道（36林班）,烏來12-06,294710,2744500,121.442246,24.807242,,2947102744500
檢核ok,,新竹,烏來,烏來13,1,東眼(38林班),烏來13-01,289775,2748912,121.393559,24.847211,,2897752748912
檢核ok,,新竹,烏來,烏來13,2,東眼(38林班),烏來13-02,289418,2749049,121.39003,24.848458,,2894182749049
檢核ok,,新竹,烏來,烏來13,3,東眼(38林班),烏來13-03,289872,2749274,121.394529,24.850477,,2898722749274
檢核ok,,新竹,烏來,烏來13,4,東眼(38林班),烏來13-04,291687,2751012,121.41254,24.86612,,2916872751012
檢核ok,,新竹,烏來,烏來13,5,東眼(38林班),烏來13-05,291490,2750606,121.410578,24.86246,,2914902750606
檢核ok,,新竹,烏來,烏來13,6,東眼(38林班),烏來13-06,293031,2750310,121.425818,24.859745,,2930312750310
檢核ok,,新竹,烏來,烏來14,1,五寮（40林班）,烏來14-01,287063,2749744,121.366747,24.854791,,2870632749744
檢核ok,,新竹,烏來,烏來14,2,五寮（40林班）,烏來14-02,287417,2749501,121.370243,24.852589,,2874172749501
檢核ok,,新竹,烏來,烏來14,3,五寮（40林班）,烏來14-03,287492,2749965,121.370998,24.856776,,2874922749965
檢核ok,,新竹,烏來,烏來14,4,五寮（40林班）,烏來14-04,287708,2749965,121.373135,24.856771,,2877082749965
檢核ok,,新竹,烏來,烏來14,5,五寮（40林班）,烏來14-05,287658,2750176,121.372646,24.858677,,2876582750176
檢核ok,,新竹,烏來,烏來14,6,五寮（40林班）,烏來14-06,287825,2750284,121.374302,24.859648,,2878252750284
檢核ok,,新竹,大溪,A10-09,1,內奎輝※,A10-09-01,285453,2736919,121.35049,24.73904,,2854532736919
檢核ok,,新竹,大溪,A10-09,2,內奎輝※,A10-09-02,285189,2737166,121.347887,24.741276,,2851892737166
檢核ok,,新竹,大溪,A10-09,3,內奎輝※,A10-09-03,284974,2737430,121.345768,24.743664,,2849742737430
檢核ok,,新竹,大溪,A10-09,4,內奎輝※,A10-09-04,284921,2737121,121.345236,24.740876,,2849212737121
檢核ok,,新竹,大溪,A10-09,6,內奎輝※,A10-09-06,284710,2737040,121.343148,24.740149,,2847102737040
檢核ok,,新竹,大溪,A10-09,7,內奎輝※,A10-09-07,284501,2737127,121.341084,24.740939,,2845012737127
檢核ok,,新竹,大溪,A10-09,8,內奎輝※,A10-09-08,284321,2737003,121.339302,24.739824,,2843212737003
